x,y
13.0,10.0
12.993960029415653,10.190271758969693
12.975864438492387,10.379777360721247
12.94578609178812,10.567753733081231
12.903846104189068,10.753443961543237
12.850213353222836,10.93610033709546
12.785103799048217,11.114987366980984
12.708779614859864,11.289384736267515
12.621548131209355,11.458590208301406
12.523760598493544,11.621922452366793
12.415810772593176,11.778723787163921
12.298133329356935,11.928362829059617
12.17120211431521,12.070237034446336
12.035528234671396,12.2037751259726
11.891658001253568,12.328439392875271
11.740170728713593,12.443727856151007
11.581676402831507,12.549176289848543
11.416813224318048,12.644360090342747
11.24624503900566,12.728895986063556
11.070658664775616,12.80244358079532
10.890761125984824,12.864706724332223
10.707276806528283,12.915434704970625
10.520944533000792,12.954423259036624
10.332514599703034,12.981515393383763
10.142745747471226,12.996602017549023
9.952402108495576,12.999622383021626
9.762250129429635,12.990564327855827
9.573055485180145,12.969464325642798
9.385579995804427,12.936407338644337
9.200578558929895,12.891526475679825
9.018796110047735,12.835002456144005
8.840964622920614,12.767062882313745
8.667800162182678,12.687981322874007
8.5,12.598076211353316
8.338239808401669,12.497709563904314
8.183170938586999,12.387285521592496
8.035417798164145,12.267248723062774
7.895575336881036,12.138082514136588
7.764206650972736,12.000307001548876
7.641840715771638,11.854476958661815
7.528970255710502,11.701179591588312
7.426049760295069,11.541032174720218
7.33349365403523,11.374679565182232
7.251674627703791,11.20279160621984
7.180922137642275,11.026060429977006
7.1215210791565084,10.84519767052429
7.073710639343779,10.660931598359623
7.037683333970817,10.47400418792005
7.0135842322807465,10.285168129912547
7.001510372850445,10.095183800494203
7.001510372850445,9.904816199505797
7.0135842322807465,9.714831870087451
7.037683333970817,9.52599581207995
7.073710639343779,9.339068401640379
7.1215210791565084,9.15480232947571
7.180922137642275,8.973939570022994
7.251674627703791,8.797208393780158
7.333493654035229,8.62532043481777
7.426049760295069,8.458967825279782
7.528970255710502,8.298820408411688
7.641840715771638,8.145523041338183
7.764206650972736,7.999692998451126
7.895575336881036,7.861917485863412
8.035417798164143,7.7327512769372255
8.183170938587,7.612714478407504
8.338239808401669,7.502290436095686
8.500000000000002,7.401923788646684
8.667800162182678,7.312018677125992
8.840964622920614,7.232937117686256
9.018796110047735,7.1649975438559945
9.200578558929896,7.108473524320173
9.385579995804429,7.063592661355663
9.573055485180145,7.030535674357202
9.762250129429633,7.009435672144173
9.952402108495578,7.0003776169783745
10.142745747471228,7.003397982450976
10.332514599703032,7.018484606616237
10.52094453300079,7.045576740963376
10.707276806528283,7.084565295029375
10.890761125984824,7.135293275667778
11.070658664775614,7.1975564192046795
11.246245039005661,7.271104013936445
11.416813224318048,7.3556399096572544
11.581676402831507,7.450823710151457
11.740170728713593,7.556272143848993
11.891658001253568,7.67156060712473
12.035528234671396,7.7962248740274
12.17120211431521,7.929762965553664
12.298133329356933,8.071637170940381
12.415810772593176,8.221276212836079
12.523760598493544,8.378077547633207
12.621548131209355,8.541409791698594
12.708779614859864,8.710615263732484
12.785103799048219,8.885012633019018
12.850213353222836,9.06389966290454
12.903846104189068,9.246556038456761
12.94578609178812,9.43224626691877
12.975864438492387,9.620222639278753
12.993960029415653,9.809728241030307
13.0,10.0
