x,y
0.0,5.0
3.9806549446441955e-06,5.000810896985774
3.184335002399256e-05,5.003243208510482
0.0001074606784356906,5.007295796457638
0.00025468634290381364,5.012966764570916
0.0004973457189422369,5.020253459360507
0.0008592264283147993,5.02915247137136
0.0013640689260855357,5.0396596368125905
0.002035557104647413,5.051770039547187
0.002897308918111949,5.065478013440965
0.003972867030434835,5.080777145069445
0.005285689490644231,5.097660276781279
0.006859140438528722,5.116119510116469
0.008716480844131106,5.136146209577663
0.0108808592843821,5.1577310067523525
0.013375302760194746,5.180863804783874
0.016222707557326126,5.205533783188729
0.019445830154297034,5.231729403017664
0.0230672781806438,5.259438412357715
0.027109501428758218,5.28864785217225
0.031594782922552876,5.31934406247588
0.03654523004616841,5.351512688840904
0.04198276573591801,5.385138689231811
0.04792911973864227,5.420206341164094
0.0544058199396233,5.4566992491836075
0.06143418376318252,5.494600352662424
0.06903530964906054,5.533891933906943
0.0772300686076507,5.5745556265739715
0.08603909585712928,5.616572424390233
0.09548278254549711,5.659922690170566
0.10558126756051567,5.704586165130079
0.11635442943049071,5.750541978485154
0.12782187831882377,5.7977686573382385
0.14000294811521738,5.846244136841061
0.15291668862638727,5.895945770630867
0.16658185786909804,5.946850341534066
0.1810169144683019,5.998934072531563
0.19624001016312473,6.052172637979906
0.21226898242340275,6.106541175082248
0.22912134717943486,6.162014295603006
0.24681429166757612,6.218566097819912
0.26536466739425546,6.276170178707163
0.28478898322095686,6.334799646343053
0.3051033985726666,6.394427132535573
0.32632371677223443,6.455024805659194
0.34846537850306336,6.516564383696002
0.371543455402488,6.57901714747427
0.39557264378815993,6.64235395409739
0.42056725851970767,6.706545250556066
0.44654122699789617,6.771561087516475
0.4735080833034508,6.8373711332771885
0.5014809624776795,6.903944687887323
0.53047259494695,6.971250697418538
0.5604953010930587,7.03925776838329
0.5915609859714456,7.107934182291706
0.6236811341791794,7.177247910339407
0.6568668048745756,7.2471666282185
0.6911286269502485,7.317657731043973
0.7264767943613573,7.388688348387566
0.7629210616107465,7.460225359411259
0.800470739392612,7.532235408092385
0.8391346903962932,7.60468491853239
0.8789213252717077,7.677540110341197
0.9198385987579071,7.750767014089125
0.9618940059761636,7.824331486818246
1.0050945788889423,7.898199227605121
1.0494468829260557,7.972335793166732
1.0949570137792333,8.046706613501522
1.1416305943662843,8.121277007557351
1.189472771965969,8.196012198918282
1.2384882155246253,8.270877331501984
1.2886811131355569,8.345837485259647
1.3400551696921068,8.420857691870314
1.3926136047152753,8.495902950421442
1.4463591503567133,8.570938243067657
1.5012940495778166,8.645928550659649
1.5574200545056047,8.720838868335102
1.6147384249660142,8.795634221063716
1.6732499271951495,8.87027967913836
1.7329548327289919,8.944740373604374
1.7938529174719873,9.018981511619234
1.855943460944888,9.092968391734663
1.9192252457121377,9.166666419093517
1.983696556989041,9.240041120533652
2.0493551824288994,9.313058159591229
2.1161984120902013,9.385683351395787
2.184223038583925,9.457882677449659
2.2534253574009475,9.52962230028427
2.3238011674194317,9.600868577986043
2.395345771592086,9.671588078584547
2.468053977813082,9.741747594295857
2.5419200999643055,9.811314155613957
2.6169379591406696,9.880255045243272
2.6931008850540246,9.948537811865434
2.7704017176152393,10.016130283733538
2.84883280869389,10.08300058208722
2.9283860240549884,10.149117134382003
3.0090527454720735,10.214448687326533
3.0908238730159465,10.278964319721338
3.1736898275182748,10.342633455092981
3.2576405532092134,10.405425874117508
3.342665520528129,10.467311726827308
3.4287537291064574,10.528261544595537
3.515893710921696,10.588246251892516
3.6040735336213703,10.64723717780852
3.6932808040158878,10.705206067337638
3.783502671739029,10.76212509241741
3.8747258330748195,10.817966862719238
3.9669365349494328,10.872704436184563
4.060120579086743,10.926311329302061
4.154263326326088,10.978761527121247
4.249349701100716,11.03002949299797
4.345364196075344,11.080090178067577
4.442290876941247,11.128919030441486
4.540113387367158,11.176492004123308
4.638814954104244,11.222785567640587
4.738378392243414,11.267776712388633
4.83878611062307,11.311442960682854
4.940020117385409,11.353762373516359
5.042062025679358,11.394713558019696
5.144893059508103,11.434275674619714
5.2484940597191745,11.472428443894838
5.3528454901349924,11.509152153124104
5.457927443821694,11.544427662527543
5.563719649494052,11.578236411195702
5.670201478054239,11.610560422706165
5.77735194926212,11.641382310425273
5.885149738534732,11.67068528249328
5.993573183872565,11.698453146491458
6.102600292910179,11.724670313789812
6.212208750088725,11.749321803574245
6.322375923947757,11.772393246552214
6.433078874533873,11.793870888336077
6.5442943609234785,11.81374159250357
6.655998848857061,11.831992843334957
6.76816851848231,11.848612748226634
6.8807792722032675,11.863590039781164
6.993806742632861,11.876914077573836
7.107226300645867,11.888574849596125
7.221013063529625,11.898562973376468
7.335141903229457,11.90686969677915
7.449587454686021,11.913486898482057
7.564324124261589,11.918407088134416
7.679326098252251,11.921623406195696
7.794567351483107,11.923129623457113
7.9100216559833605,11.922920140247255
8.025662589738245,11.920989985323665
8.141463545514728,11.91733481445221
8.257397739757849,11.911950908676424
8.373438221554546,11.904835172279022
8.489557881661794,11.895985130438076
8.605729461595905,11.885398926580411
8.721925562779735,11.873075319435042
8.838118655744548,11.859013679789534
8.954281089383363,11.843213986952426
9.07038510025241,11.825676824924907
9.186402821917499,11.806403378285253
9.302306294341902,11.78539542778947
9.418067473312517,11.762655345691968
9.533658239900925,11.738186090790036
9.649050409955981,11.711991203196215
9.764215743624666,11.684074798842643
9.879125954897695,11.654441563721718
9.993752721176625,11.623096747867518
10.108067692859027,11.590046159082485
10.222042502938297,11.555296156414158
10.33564877661479,11.518853643386707
10.448858140914801,11.480726060992277
10.561642234314,11.440921380447177
10.673972716361959,11.399448095718164
10.785821277304326,11.356315215824058
10.897159647699187,11.311532256918188
11.00795960802439,11.265109234157144
11.118192998272178,11.217056653361514
11.227831727527946,11.167385502474314
11.336847783529603,11.116107242822967
11.44521324220423,11.063233800190744
11.552900277178589,11.008777555703734
11.65988116926018,10.952751336539347
11.766128315885416,10.895168406462691
11.871614240531658,10.83604245619693
11.97631160208968,10.775387593634129
12.080193204193312,10.71321833389281
12.183232004502932,10.64954958922891
12.285401123939515,10.584396658806503
12.386673855865963,10.517775218335002
12.487023675212496,10.44970130957941
12.586424247542825,10.380191329750442
12.684849438057894,10.30926202078112
12.782273320534083,10.236930458496758
12.878670186192554,10.16321404168512
12.974014552496792,10.08813048107358
13.068281171875006,10.011697788220243
13.161445040364494,9.93393426432591
13.253481406174766,9.85485848897379
13.344365778166491,9.774489308804013
13.43407393424318,9.692845826129778
13.522581929652675,9.609947387502226
13.60986610519554,9.525813572230948
13.695903095337318,9.440464180867105
13.78066983622195,9.353919223656193
13.864143573583345,9.266198908967317
13.946301870552418,9.177323631706013
14.027122615356786,9.087313961717507
14.106584028910381,8.996190632187295
14.184664672290305,8.903974528045989
14.261343454098265,8.810686674385225
14.336599637703989,8.716348224891485
14.410412848368066,8.6209804503046
14.482763080241634,8.524604726907665
14.553630703240508,8.42724252505508
14.62299646979124,8.328915397745321
14.690841521446767,8.229644969245069
14.757147395369298,8.129452923771193
14.821896030678078,8.02836099423708
14.885069774659895,7.926390951069676
14.946651388839994,7.823564591103614
